id,pred_price
3728,3.6385233106219714
11185,3.395859084624649
4719,3.330626258503194
9326,3.454887441721516
10154,3.431498467956654
7230,3.1887904084581447
8525,3.675752196516768
8584,3.1897203758205666
1865,3.613396072741351
3207,3.537019043210922
7111,3.4054641578969793
6004,3.754320551536473
239,5.7128644191363644
10558,3.9444476613477755
3661,3.5941674247864954
3531,3.483799537919619
9861,3.5021203527638805
4341,3.444180922215288
7138,3.093256425000556
11591,3.7956176790274045
9259,3.8570405856023693
14806,3.0616213473122347
7160,5.046694065872657
13183,3.2408316557644894
11670,3.412930834896561
487,5.275883370022113
4195,3.3717884762672905
1755,3.6335294300912455
1781,3.574468693338487
215,3.3361254049909714
4223,3.3816895815436805
5108,3.4165666507298305
2828,3.9178943648376516
6838,3.2590259764535623
5050,3.2666569313727876
682,5.682197072476362
14855,3.063723518859736
5098,3.6353222245612433
3506,3.4059160456644912
11679,3.4445154180883977
13984,3.0601507362617153
9981,3.251666785134612
11149,3.128821525833387
3108,3.7970644594991074
6489,3.0546540799383513
8293,2.3340626841980283
10136,3.2685970295599027
11796,3.1972410181994695
10062,4.528497474808653
7409,2.942449428146506
11299,3.0877889471471276
1400,3.3318956805394917
10879,3.1614014674180444
4009,3.6127865368655745
14771,3.0341814673586125
12664,3.1257137776839707
2228,3.606485359261947
12274,3.379430912670454
11160,3.4445154180883977
5371,3.416293377004487
12380,3.379430912670454
10160,3.183320208703384
11013,3.1423630916041643
3134,3.545975254298749
11551,3.0412794786715494
12246,3.0487298359729986
14600,3.152228909265921
1823,3.6576849642723914
13979,3.0016925602219247
14803,2.9728034125313436
5877,3.172850754977713
4184,3.580683292925667
10991,3.138539955467254
7232,3.549075086965231
739,5.607326376423289
12175,3.0632339271213547
5674,3.9766387045635514
8062,4.253397060455055
6537,3.1954690647175616
5466,3.428035911511984
946,2.9960877280273044
1792,3.534230628068937
10812,3.077160314088279
5203,3.4621638368900483
4729,3.6896426555953834
11677,3.0353908265668292
10277,3.217408363900967
3863,3.403083017327783
1446,3.3417254635509024
11151,3.2918398004613034
1680,3.266060350074097
8523,3.505921572562362
2497,3.611125809825211
5837,5.123828355386091
2309,3.493686111156555
